tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,conversation_id
401,115807,True,Wed Nov 01 14:27:35 +0000 2017,@AskAmex Sure. Please drop me a message now.,402,400.0,401
402,AskAmex,False,Wed Nov 01 14:34:08 +0000 2017,@115807 Great. Please go to https://t.co/crJMnNwi0H log in and select code 10307  and we will continue our conversation there. ^RK,,401.0,402
403,AskAmex,False,Mon Oct 30 13:34:01 +0000 2017,@115807 I am so sorry to hear that. Which U.S. based card do you have? Pls do not share any personal info.,399,404.0,403
404,115807,True,Sun Oct 29 23:07:07 +0000 2017,@AskAmex Nope. They weren’t ready to listen what I wanted to say and if I had any questions about anything else and hung up on me.,403,405.0,404
405,AskAmex,False,Sun Oct 29 21:57:36 +0000 2017,"@115807 Hi there, I am so sorry to her that. what exactly is the issue you are having?",404,406.0,405
406,115807,True,Sun Oct 29 21:48:00 +0000 2017,@AskAmex Thought Amex values their customers. But boy you got really bad reps on the customer service.,405,,406
407,McDonalds,False,Tue Oct 31 22:14:00 +0000 2017,@115808 It’s getting all sorts of saucy over here this #Halloween. #TrickorTweet https://t.co/aNlYZYvL1U,,408.0,407
408,115808,True,Tue Oct 31 21:04:52 +0000 2017,@McDonalds Treat!,407,409.0,408
409,McDonalds,False,Tue Oct 31 16:02:50 +0000 2017,So what’ll it be this #Halloween: a trick or a treat? Let us know below. #TrickorTweet https://t.co/xwjAZp0C2v,"410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,408,590,591,592,593,594,595,596,597",,409
410,115809,True,Tue Oct 31 20:49:10 +0000 2017,@McDonalds Treat me!,598,409.0,410
411,752118,True,Tue Oct 31 22:01:02 +0000 2017,@McDonalds treat,2670848,409.0,411
412,752120,True,Tue Oct 31 21:32:24 +0000 2017,@McDonalds Treat!,2670851,409.0,412
413,752121,True,Tue Oct 31 21:30:04 +0000 2017,@McDonalds TRICK,2670852,409.0,413
414,117367,True,Tue Oct 31 22:59:08 +0000 2017,@McDonalds TrikntrEt !,7944,409.0,414
416,116557,True,Tue Oct 31 22:49:12 +0000 2017,@McDonalds Treat,3563,409.0,416
417,574341,True,Tue Oct 31 22:46:37 +0000 2017,@McDonalds Trick!,1930053,409.0,417
418,574342,True,Tue Oct 31 22:44:03 +0000 2017,@McDonalds I suppose treats for myself and tricks for others lol,1930054,409.0,418
421,116560,True,Tue Oct 31 22:23:35 +0000 2017,@McDonalds Treat,3566,409.0,421
422,721714,True,Tue Oct 31 21:34:53 +0000 2017,@McDonalds Treat,2537217,409.0,422
423,116558,True,Tue Oct 31 22:31:58 +0000 2017,@McDonalds Treat #trickortreat,3564,409.0,423
424,116559,True,Tue Oct 31 22:29:56 +0000 2017,@McDonalds Treat,3565,409.0,424
425,116563,True,Tue Oct 31 21:41:12 +0000 2017,@McDonalds Treat plox,3569,409.0,425
427,384313,True,Tue Oct 31 23:39:32 +0000 2017,@McDonalds Trick me please!,1932193,409.0,427
431,574626,True,Tue Oct 31 23:33:53 +0000 2017,@McDonalds Trick!,1931024,409.0,431
432,574625,True,Tue Oct 31 23:29:43 +0000 2017,@McDonalds Trick!,1931023,409.0,432
434,574629,True,Tue Oct 31 23:01:27 +0000 2017,@McDonalds Give Me Your Best TREAT!,1931028,409.0,434
435,574628,True,Tue Oct 31 23:01:27 +0000 2017,@McDonalds Treat,1931027,409.0,435
436,355466,True,Tue Oct 31 23:04:17 +0000 2017,@McDonalds Treat,1931029,409.0,436
437,117364,True,Tue Oct 31 23:23:51 +0000 2017,@McDonalds #trick,7938,409.0,437
438,117366,True,Tue Oct 31 23:14:45 +0000 2017,@McDonalds Trick no Treat,7942,409.0,438
439,574602,True,Tue Oct 31 23:06:31 +0000 2017,@McDonalds Both?,"1930942,1930943",409.0,439
441,574986,True,Tue Oct 31 23:51:44 +0000 2017,@McDonalds Trick,1932190,409.0,441
442,574987,True,Tue Oct 31 23:57:36 +0000 2017,@McDonalds Treat,1932191,409.0,442
443,574988,True,Tue Oct 31 22:36:35 +0000 2017,@McDonalds Treat,1932192,409.0,443
444,574990,True,Tue Oct 31 23:07:07 +0000 2017,@McDonalds Trick,1932197,409.0,444
454,572670,True,Tue Oct 31 19:36:49 +0000 2017,@McDonalds trick,1923976,409.0,454
456,572671,True,Tue Oct 31 19:33:26 +0000 2017,@McDonalds Trick!,1923977,409.0,456
457,572672,True,Tue Oct 31 19:28:55 +0000 2017,@McDonalds Trick,1923978,409.0,457
459,572674,True,Tue Oct 31 19:24:43 +0000 2017,@McDonalds I want some treat! FeelsGoodMan,1923980,409.0,459
469,769493,True,Tue Oct 31 17:34:36 +0000 2017,@McDonalds Trick,2748181,409.0,469
470,769491,True,Tue Oct 31 17:44:47 +0000 2017,@McDonalds Treat #TrickOrTreat,2748179,409.0,470
471,822130,True,Tue Oct 31 19:53:11 +0000 2017,@McDonalds Treat,2980769,409.0,471
472,163586,True,Tue Oct 31 21:40:36 +0000 2017,"@McDonalds Treat, my birthday is this weekend Saturday. #Halloween",2670850,409.0,472
473,574340,True,Tue Oct 31 22:50:38 +0000 2017,@McDonalds I still love this commercial for 🎃👻 https://t.co/jCsXiyBlDd,1930052,409.0,473
479,574624,True,Tue Oct 31 22:07:06 +0000 2017,@McDonalds Wish you would bring these guys back as revisit to vintage toys. I still have my Halloween ones somewhere! #treat https://t.co/bqHi2vvwXa,1931022,409.0,479
481,574989,True,Tue Oct 31 22:12:11 +0000 2017,@McDonalds #Trick,1932196,409.0,481
482,116564,True,Tue Oct 31 22:09:49 +0000 2017,"@McDonalds Treat me, Daddy",3570,409.0,482
483,116561,True,Tue Oct 31 22:09:17 +0000 2017,@McDonalds Treat here,3567,409.0,483
485,116562,True,Tue Oct 31 22:02:33 +0000 2017,@McDonalds Treet,3568,409.0,485
487,115810,True,Tue Oct 31 22:01:49 +0000 2017,@McDonalds Can I get uhhhhhhhhhh... treat?,599,409.0,487
489,752119,True,Tue Oct 31 21:52:44 +0000 2017,@McDonalds Treat,2670849,409.0,489
490,574623,True,Tue Oct 31 21:51:02 +0000 2017,@McDonalds a  Halloween trick!  hehe #Halloween #TrickorTreat https://t.co/rbmSMSZ5kv,1931021,409.0,490
491,754924,True,Tue Oct 31 16:34:21 +0000 2017,@McDonalds Treat #TrickorTweet,2684121,409.0,491
492,570966,True,Tue Oct 31 16:32:00 +0000 2017,@McDonalds Trick haha,1916945,409.0,492
493,350243,True,Tue Oct 31 16:31:10 +0000 2017,@McDonalds Treat.... the McRib,1916946,409.0,493
495,754926,True,Tue Oct 31 16:30:18 +0000 2017,@McDonalds Trick!,2684124,409.0,495
497,570967,True,Tue Oct 31 16:26:15 +0000 2017,@McDonalds Trick,1916948,409.0,497
498,570969,True,Tue Oct 31 16:18:37 +0000 2017,@McDonalds Trick #trickortreat,1916950,409.0,498
499,754930,True,Tue Oct 31 16:03:23 +0000 2017,@McDonalds Treat,2684128,409.0,499
500,754929,True,Tue Oct 31 16:03:43 +0000 2017,@McDonalds I think a treat is in order,2684127,409.0,500
501,754928,True,Tue Oct 31 16:04:08 +0000 2017,@McDonalds Treat! #Trickortweet,2684126,409.0,501
502,754927,True,Tue Oct 31 16:16:19 +0000 2017,@McDonalds Gimme a trick @McDonalds,2684125,409.0,502
503,572684,True,Tue Oct 31 18:28:51 +0000 2017,@McDonalds Trick,1923996,409.0,503
508,571955,True,Tue Oct 31 18:12:45 +0000 2017,@McDonalds Treat! 🎃,1921308,409.0,508
509,769496,True,Tue Oct 31 17:24:55 +0000 2017,@McDonalds treat plz,2748184,409.0,509
510,769492,True,Tue Oct 31 17:37:04 +0000 2017,@McDonalds trick me. NOW.,2748180,409.0,510
511,769500,True,Tue Oct 31 16:57:45 +0000 2017,@McDonalds Treat,2748190,409.0,511
512,571969,True,Tue Oct 31 16:45:34 +0000 2017,@McDonalds Trick!,"1921342,1921341",409.0,512
513,769494,True,Tue Oct 31 17:34:50 +0000 2017,@McDonalds Trick,2748182,409.0,513
514,571964,True,Tue Oct 31 17:07:20 +0000 2017,@McDonalds Treat!,1921334,409.0,514
515,769503,True,Tue Oct 31 16:49:27 +0000 2017,@McDonalds treat,2748195,409.0,515
516,571960,True,Tue Oct 31 17:22:21 +0000 2017,@McDonalds Treat!,1921315,409.0,516
517,769495,True,Tue Oct 31 17:28:30 +0000 2017,@McDonalds #Treat!,2748183,409.0,517
518,571966,True,Tue Oct 31 16:52:10 +0000 2017,@McDonalds Both trick &amp; treat...,"1921337,1921336,1921338",409.0,518
519,769489,True,Tue Oct 31 18:00:53 +0000 2017,@McDonalds Trick!,2748177,409.0,519
520,571965,True,Tue Oct 31 17:04:48 +0000 2017,@McDonalds Treat plz 😁,1921335,409.0,520
521,769490,True,Tue Oct 31 17:53:38 +0000 2017,@McDonalds You’re pick! #TrickorTweet,2748178,409.0,521
522,571968,True,Tue Oct 31 16:03:50 +0000 2017,@McDonalds treat! treat! treat!,1921340,409.0,522
523,769499,True,Tue Oct 31 16:53:27 +0000 2017,@McDonalds Trick!,2748189,409.0,523
524,769498,True,Tue Oct 31 16:53:54 +0000 2017,"@McDonalds 👉🏼BOTH👈🏼
#TrickOrTreat🎃 
#Halloween 
#Halloween2017 https://t.co/R5Muf9fVP9","2748187,2748188",409.0,524
525,571957,True,Tue Oct 31 17:59:53 +0000 2017,@McDonalds Treat,1921310,409.0,525
526,571967,True,Tue Oct 31 16:47:04 +0000 2017,@McDonalds Hopefully a treat! #TrickOrTreat #halloween,1921339,409.0,526
527,571956,True,Tue Oct 31 18:04:08 +0000 2017,@McDonalds Trick,1921309,409.0,527
528,572118,True,Tue Oct 31 19:44:00 +0000 2017,@McDonalds TRICK ME,1921838,409.0,528
529,572117,True,Tue Oct 31 19:40:42 +0000 2017,@McDonalds Treat,1921837,409.0,529
530,573258,True,Tue Oct 31 19:40:35 +0000 2017,@McDonalds Treat? #TrickorTweet,1926160,409.0,530
533,572679,True,Tue Oct 31 19:12:02 +0000 2017,@McDonalds Treat. Please!,1923989,409.0,533
534,572673,True,Tue Oct 31 19:17:46 +0000 2017,@McDonalds Treats that turn into tricks!,1923979,409.0,534
535,572677,True,Tue Oct 31 19:13:48 +0000 2017,@McDonalds Treat!,1923986,409.0,535
536,811861,True,Tue Oct 31 19:06:46 +0000 2017,@McDonalds Treat,2936811,409.0,536
537,572678,True,Tue Oct 31 19:08:22 +0000 2017,@McDonalds Treat :),1923987,409.0,537
538,811866,True,Tue Oct 31 18:41:10 +0000 2017,@McDonalds I WANT ALL DEM TREATS,2936819,409.0,538
539,293521,True,Tue Oct 31 18:38:40 +0000 2017,@McDonalds I'll take a treat please...#TrickorTweet,2936821,409.0,539
540,572685,True,Tue Oct 31 17:59:26 +0000 2017,@McDonalds treat please! happy #halloween #TrickorTweet,1923997,409.0,540
541,572676,True,Tue Oct 31 17:19:05 +0000 2017,@McDonalds Treat!,"1923984,1923985",409.0,541
542,811860,True,Tue Oct 31 19:00:20 +0000 2017,@McDonalds TRICK! TRICK! TRICK!,2936810,409.0,542
543,198229,True,Tue Oct 31 18:57:19 +0000 2017,@McDonalds Treat,1923995,409.0,543
544,811864,True,Tue Oct 31 18:58:04 +0000 2017,@McDonalds Treat,2936817,409.0,544
545,572682,True,Tue Oct 31 19:08:31 +0000 2017,@McDonalds Trick,1923992,409.0,545
546,811862,True,Tue Oct 31 19:05:16 +0000 2017,@McDonalds TREAT!,2936812,409.0,546
547,572675,True,Tue Oct 31 17:27:04 +0000 2017,@McDonalds Trick! 👀,"1923981,1923983",409.0,547
548,571969,True,Tue Oct 31 19:08:31 +0000 2017,@McDonalds oh word? Treat then.,2936809,409.0,548
549,651656,True,Tue Oct 31 18:35:58 +0000 2017,@McDonalds Give me the TRiCkS!! 🎃🔪👻😈,2936822,409.0,549
550,572680,True,Tue Oct 31 19:10:40 +0000 2017,@McDonalds Treat!,1923990,409.0,550
551,811867,True,Tue Oct 31 18:35:31 +0000 2017,@McDonalds I'll be crazy today haha...i'll take a trick,2936820,409.0,551
552,811865,True,Tue Oct 31 16:52:06 +0000 2017,@McDonalds TREAT!🎃 #TrickorTweet,2936818,409.0,552
553,558376,True,Tue Oct 31 18:50:45 +0000 2017,@McDonalds Treat?,"2936816,2936815",409.0,553
554,572681,True,Tue Oct 31 19:08:22 +0000 2017,@McDonalds Trick,1923991,409.0,554
555,683189,True,Tue Oct 31 20:40:26 +0000 2017,@McDonalds #TrickorTweet   treat,2984191,409.0,555
556,601366,True,Tue Oct 31 20:38:13 +0000 2017,@McDonalds A Trick! #halloween,2980745,409.0,556
557,372505,True,Tue Oct 31 20:37:16 +0000 2017,@McDonalds Both,1926146,409.0,557
558,284267,True,Tue Oct 31 20:35:03 +0000 2017,@McDonalds Treat me,1926148,409.0,558
562,573250,True,Tue Oct 31 20:31:29 +0000 2017,@McDonalds Trick!,1926149,409.0,562
563,822119,True,Tue Oct 31 20:29:15 +0000 2017,@McDonalds Trick https://t.co/zJAhZFd4c2,2980749,409.0,563
565,822899,True,Tue Oct 31 20:27:58 +0000 2017,@McDonalds Treat #TrickOrTweet,2984187,409.0,565
566,573251,True,Tue Oct 31 20:27:22 +0000 2017,@McDonalds Treat!,1926150,409.0,566
567,822118,True,Tue Oct 31 20:25:40 +0000 2017,@McDonalds I’ll take treat thank you very much,2980748,409.0,567
569,372505,True,Tue Oct 31 20:23:01 +0000 2017,@McDonalds Treat me please,2980754,409.0,569
570,573256,True,Tue Oct 31 20:05:55 +0000 2017,@McDonalds Treat,1926156,409.0,570
571,573255,True,Tue Oct 31 20:12:52 +0000 2017,@McDonalds Treat! #Trickortweet,1926155,409.0,571
572,573252,True,Tue Oct 31 20:07:27 +0000 2017,@McDonalds Treat 😛,1926151,409.0,572
573,822126,True,Tue Oct 31 20:02:38 +0000 2017,@McDonalds Trick https://t.co/V7fvTjEt0D,2980764,409.0,573
574,573253,True,Tue Oct 31 20:11:44 +0000 2017,@McDonalds Trick me! #TrickorTweet,1926152,409.0,574
575,822131,True,Tue Oct 31 19:54:26 +0000 2017,@McDonalds Trick,2980770,409.0,575
576,769494,True,Tue Oct 31 19:47:52 +0000 2017,@McDonalds Treat,2980776,409.0,576
577,822127,True,Tue Oct 31 19:59:19 +0000 2017,@McDonalds Treat,2980765,409.0,577
578,822125,True,Tue Oct 31 20:03:31 +0000 2017,@McDonalds Trick,2980763,409.0,578
579,822121,True,Tue Oct 31 20:16:32 +0000 2017,"@McDonalds I'd love a trick, please ❤❤❤ #TrickOrTreat",2980755,409.0,579
580,558103,True,Tue Oct 31 19:46:21 +0000 2017,@McDonalds Treat,2980775,409.0,580
581,822132,True,Tue Oct 31 19:50:00 +0000 2017,@McDonalds Treat. Unless the trick turns out to be a treat 🌝,2980771,409.0,581
582,822128,True,Tue Oct 31 19:54:39 +0000 2017,@McDonalds i'd like a treat 😉 #TrickorTweet,2980766,409.0,582
583,573254,True,Tue Oct 31 20:13:08 +0000 2017,@McDonalds Treat,1926153,409.0,583
584,822133,True,Tue Oct 31 19:53:30 +0000 2017,@McDonalds Treat!,2980772,409.0,584
585,822122,True,Tue Oct 31 20:13:05 +0000 2017,@McDonalds Trick!,2980757,409.0,585
587,573975,True,Tue Oct 31 21:11:56 +0000 2017,@McDonalds I remember getting those awesome McDonald’s gift certificates trick or treating!! #lateseventiesearlyeighties,1928767,409.0,587
591,822900,True,Tue Oct 31 20:46:07 +0000 2017,@McDonalds I would like the both option Trick and Treat Me!!! I DARE YOU,"2984188,2984189",409.0,591
592,822901,True,Tue Oct 31 20:17:06 +0000 2017,@McDonalds Treat #Halloween #TrickOrTreat,2984190,409.0,592
593,822904,True,Tue Oct 31 19:13:18 +0000 2017,@McDonalds Treat!,2984194,409.0,593
594,236362,True,Tue Oct 31 20:46:47 +0000 2017,@McDonalds It’s treat or treat time!!!!! I’m loving it :),2984186,409.0,594
595,822903,True,Tue Oct 31 20:06:15 +0000 2017,@McDonalds TREAT YO,2984193,409.0,595
596,822898,True,Tue Oct 31 20:50:18 +0000 2017,@McDonalds Treat,2984185,409.0,596
597,822902,True,Tue Oct 31 19:47:14 +0000 2017,"@McDonalds I am a wuss, so treat please.💛",2984192,409.0,597
598,McDonalds,False,Tue Oct 31 22:13:45 +0000 2017,"@115809 Our heart’s beating faster over here, and it’s not from all the scares. #TrickorTweet https://t.co/Wte8FLiFJ7",,410.0,598
599,McDonalds,False,Tue Oct 31 22:09:01 +0000 2017,@115810 Chocolate chip cookies + McFlurry = everything you’ve ever been missing. #TrickorTweet https://t.co/4YfWChLNKT,,487.0,599
600,YahooCare,False,Tue Oct 31 20:08:58 +0000 2017,@115811 Hi - are you receiving an error message when trying to link the account?,,601.0,600
601,115811,True,Tue Oct 31 16:13:35 +0000 2017,"@115812 I cant Connect my Interactive Broker ( Canada) with yahoo finance App in ios 11, Any suggestions.. ??",600,,601
602,AskLyft,False,Tue Oct 31 22:12:06 +0000 2017,"@115813 Hi there, thanks for reaching out. Please send us a DM so we can continue our conversation. https://t.co/SXpdictw1A",,603.0,602
603,115813,True,Tue Oct 31 21:58:49 +0000 2017,@AskLyft I have to be at work at 2pm tomorrow. My new phone is being overnighted but it may not be there until then. I have no other ride.,602,,603
604,UPSHelp,False,Tue Oct 31 22:14:00 +0000 2017,@115814 Please let us know how we can help and DM your tracking # using this link. ^MC https://t.co/wKJHDXWGRQ,,605.0,604
605,115814,True,Tue Oct 31 21:57:56 +0000 2017,whats wrong w/ amazon leavin shit outside like ups...🤔,604,,605
606,UPSHelp,False,Tue Oct 31 22:03:29 +0000 2017,@115815 I'm sorry to hear that. Let us know what happened and if you have a tracking # please send that too. ^MC https://t.co/wKJHDXWGRQ,,607.0,606
607,115815,True,Tue Oct 31 21:51:09 +0000 2017,@115816 that small biz tyrant a dime yo. nice @115817,606,608.0,607
608,115816,True,Fri Oct 27 15:48:13 +0000 2017,"Worth the squeeze: when you’ve got us helping you along the way, owning your own #smallbiz can be quite fruitful! https://t.co/AgBM1TRAcD",607,,608
609,Delta,False,Sat Aug 06 01:44:03 +0000 2016,"@115818 Glad to check. Pls, DM your confirmation number for assistance.  *QB https://t.co/6iDGBJAc2m",610,611.0,609
610,115818,True,Tue Oct 31 22:11:33 +0000 2017,@Delta DM sent,,609.0,610
611,115818,True,Sat Aug 06 01:31:50 +0000 2016,@DELTA i booked my flight using delta amex card. Checking in now &amp; was being charged for baggage,609,,611
612,McDonalds,False,Fri Oct 20 19:04:47 +0000 2017,@115819 Don't forget - this Sunday is Bring Your Grandma to McDonald's Day. See you then!,613,614.0,612
613,115819,True,Tue Oct 31 22:07:38 +0000 2017,@McDonalds My granny will be attending @ the McD’s in Heaven!  Would give anything to be able to bring her myself!,,612.0,613
614,115819,True,Thu Oct 19 22:56:27 +0000 2017,My grandma's laying #Poolside thanks to @McDonalds delicious New #ButtermilkCrispyTenders https://t.co/4sy9hatKTi,612,,614
615,AmazonHelp,False,Tue Oct 31 22:29:00 +0000 2017,"@115820 I'm sorry we've let you down! Without providing any personal information, will you describe the issue? We'd love to help. ^TN",616,617.0,615
616,115820,True,Tue Oct 31 23:22:08 +0000 2017,"@AmazonHelp 3 different people have given 3 different answers and I still don't have my order. Says delivered Saturday, was not, I was home all day",618,615.0,616
617,115820,True,Tue Oct 31 22:16:32 +0000 2017,Way to drop the ball on customer service @115821 so pissed right now!,615,,617
618,AmazonHelp,False,Tue Oct 31 23:28:00 +0000 2017,@115820 We'd like to take a further look into this with you! Please reach us by phone or chat here: https://t.co/hApLpMlfHN ^AG,619,616.0,618
619,115820,True,Tue Oct 31 23:32:26 +0000 2017,"@AmazonHelp I frankly don't have the patience for another chat with your ""customer service"" people today.",,618.0,619
620,AmazonHelp,False,Tue Oct 31 22:28:34 +0000 2017,"@115822 I am unable to affect your account via Twitter. For real time support, phone or chat use this link: https://t.co/hApLpMlfHN ^CH",,621.0,620
621,115822,True,Tue Oct 31 22:19:34 +0000 2017,@115823 I want my amazon payments account CLOSED.  dm me please.,620,,621
622,AmazonHelp,False,Tue Oct 31 22:28:00 +0000 2017,"@115824 Hi, wir erhalten die Filme/Serien so vom jeweiligen Studio. Gebe ich aber direkt als Feedback dorthin weiter. Gruß ^JS",623,624.0,622
623,115824,True,Tue Oct 31 22:32:07 +0000 2017,"@AmazonHelp Okay, danke für die Info",625,622.0,623
624,115824,True,Tue Oct 31 22:12:37 +0000 2017,"@115825 also, beim Addams Family-Film in Prime sind Bild und Ton nicht wirklich synchron. Wie kommt's?",622,,624
625,AmazonHelp,False,Tue Oct 31 22:34:32 +0000 2017,@115824 Wir haben zu danken. Schönen Abend noch. ^JS,,623.0,625
626,AmazonHelp,False,Tue Oct 31 22:28:00 +0000 2017,@115826 I'm sorry for the wait. You'll receive an email as soon as we have an estimated delivery date. ^FJ,627,628.0,626
627,115827,True,Wed Nov 01 12:50:18 +0000 2017,@AmazonHelp @115826 Yeah this is crazy we’re less than a week away and still no Shipping Information on something that we Pre-ordered back in August,629,626.0,627
628,115826,True,Tue Oct 31 21:57:24 +0000 2017,@115828 How about you guys figure out my Xbox One X project Scorpio edition first. No expected delivery or shipping date and it’s only a week away,626,630.0,628
629,AmazonHelp,False,Wed Nov 01 12:53:34 +0000 2017,@115827 Thanks for your patience. ^KM,,627.0,629
630,115828,True,Tue Oct 31 21:27:49 +0000 2017,PLAYERUNKNOWN'S BATTLEGROUNDS is now available for preorder on Xbox One consoles - https://t.co/bqLHcBDqAb https://t.co/muLIqeHq0o,628,,630
631,AmazonHelp,False,Tue Oct 31 22:27:00 +0000 2017,@115829 I'm sorry your order arrived in this condition! Please reach out to us for available options: https://t.co/JzP7hlA23B ^DG,,632.0,631
632,115829,True,Tue Oct 31 21:34:58 +0000 2017,"@115830 my package was ‘accidentally’ opened.. 4 items missing worth £97.
You need better delivery drivers!! https://t.co/f6SaVBSMqM",631,,632
633,AmazonHelp,False,Tue Oct 31 22:26:37 +0000 2017,@115831 I'm sorry for the wait. Please reach out to us so we can take a closer look at this delivery: https://t.co/JzP7hlA23B ^SH,,634.0,633
634,115831,True,Tue Oct 31 21:39:58 +0000 2017,@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡,633,,634
635,AmazonHelp,False,Tue Oct 31 22:26:07 +0000 2017,@115832 Alexa says both styles are working for you! My vote goes to the Flamingo look! ^SE,,636.0,635
636,115832,True,Tue Oct 31 22:05:36 +0000 2017,"Thanks for the style advice, @115833 look ...I think? #Halloween2017 #flamingo https://t.co/XvI54La043",635,,636
637,AmazonHelp,False,Tue Oct 31 22:26:07 +0000 2017,@115834 Were you able to reach us at the link DW provided? ^TR,,638.0,637
638,115834,True,Tue Oct 31 22:19:56 +0000 2017,@AmazonHelp Hi ready for some help,637,639.0,638
639,AmazonHelp,False,Tue Oct 31 01:09:35 +0000 2017,"@115834 The Echo Show is supported, please reach us for some live troubleshooting at your convenience: https://t.co/hApLpMlfHN ^DW",638,640.0,639
640,115834,True,Tue Oct 31 01:03:01 +0000 2017,@AmazonHelp Is the Echo Show no longer supported?,639,641.0,640
641,115834,True,Tue Oct 31 01:02:39 +0000 2017,@AmazonHelp Nothing there helped me with the Echo Show,640,642.0,641
642,AmazonHelp,False,Tue Oct 31 00:52:39 +0000 2017,"@115834 Oh no, I'm sorry for the issues! For troubleshooting, please check out our Echo Help pages here: https://t.co/a31c4ynHES ^SG",641,643.0,642
643,115834,True,Mon Oct 30 23:44:45 +0000 2017,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?",642,,643
644,AmazonHelp,False,Tue Oct 31 22:25:27 +0000 2017,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY,645,646.0,644
645,115835,True,Wed Nov 01 08:04:52 +0000 2017,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,647,644.0,645
646,115835,True,Tue Oct 31 21:40:30 +0000 2017,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,644,,646
647,AmazonHelp,False,Wed Nov 01 08:11:34 +0000 2017,@115835 You can also request a call back here Martin https://t.co/zH8UlhTGcc ^KM,,645.0,647
648,AmazonHelp,False,Tue Oct 31 22:24:47 +0000 2017,@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL,,649.0,648
649,115836,True,Tue Oct 31 22:17:47 +0000 2017,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",648,,649
650,AmazonHelp,False,Tue Oct 31 22:24:47 +0000 2017,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,651,652.0,650
651,115838,True,Tue Oct 31 22:25:58 +0000 2017,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?",653,650.0,651
652,115838,True,Tue Oct 31 22:11:15 +0000 2017,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,650,,652
653,AmazonHelp,False,Tue Oct 31 22:52:02 +0000 2017,"@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL",654,651.0,653
654,115838,True,Tue Oct 31 22:53:50 +0000 2017,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,655,653.0,654
655,AmazonHelp,False,Tue Oct 31 23:07:33 +0000 2017,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,,654.0,655
656,AmazonHelp,False,Tue Oct 31 22:21:10 +0000 2017,@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,,657.0,656
657,115839,True,Tue Oct 31 22:18:42 +0000 2017,"@AmazonHelp Already handled, just venting. It was a pretty big bummer.",656,658.0,657
658,AmazonHelp,False,Tue Oct 31 22:11:00 +0000 2017,@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,657,659.0,658
659,115839,True,Tue Oct 31 22:02:14 +0000 2017,"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",658,,659
660,AmazonHelp,False,Tue Oct 31 22:21:01 +0000 2017,@115840 ¡Que lindoooooooooo! 😍🐶🎃 ^JJ https://t.co/YSOVnjaPrO,,661.0,660
661,115840,True,Tue Oct 31 22:13:37 +0000 2017,@115841 @115821 Feliz #Halloween2017 https://t.co/edHbRDnM8x,660,662.0,661
662,115841,True,Fri Oct 27 10:58:09 +0000 2017,CONCURSO 👻🎃:Tarjetas regalo en @115821 por tu foto en la cama disfrazado y #ColchonMorfeoHalloween en los post promo:https://t.co/xAsY6KwLZa https://t.co/7yOZvlwBwN,661,,662
663,AmazonHelp,False,Tue Oct 31 22:20:34 +0000 2017,"@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B
We're unable to view order details via Twitter. ^KL",,664.0,663
